var_1,var_2,cor,p,sig
Heart disease prevalence,Available water storage,-0.09366457621510034,0.6041391680850372,
Frequent physical distress,Available water storage,-0.06721201416941217,0.7101632722530462,
"Food insecurity rate, overall",Available water storage,0.4181017402442601,0.015465859420326744,*
Diabetes prevelance,Available water storage,-0.35828969944981914,0.04061984605744984,*
Weeks of extreme drought,Available water storage,-0.33715661238618005,0.05501704745352454,
Tree species diversity,Available water storage,0.3381431346944432,0.05426548758004612,
Tree size diversity,Available water storage,0.23899970572460608,0.18040207970207245,
Total ecosystem carbon per acre,Available water storage,0.6744174027061783,1.6801610028149838e-5,*
Soil organic carbon,Available water storage,0.7355635589889976,1.0786623374503534e-6,*
Rarefied richness of plants,Available water storage,0.3007905301955005,0.08895622593760377,
Rarefied richness of animals,Available water storage,0.1521394857133189,0.3979925043543733,
Proportion of invasive species,Available water storage,-0.2055839104566689,0.2510658253471454,
Land Use Diversity,Available water storage,-0.710151410073072,3.672472544735683e-6,*
Fuel expenses,Available water storage,0.002045526529610552,0.9909860431702293,
Available water storage,Available water storage,1,NA,NA
Annual precipitation,Available water storage,0.2515688309975949,0.15787312512539642,
Total indemnities,Available water storage,-0.08919657440449842,0.6215717096660167,
Sales from agritourism and recreation,Available water storage,-0.08335023436254535,0.6446892851170019,
Percent change in wages,Available water storage,0.13006290388812886,0.4706520097579894,
Market channel ratio,Available water storage,-0.048577264915120356,0.7883501555101902,
Land and building value per acre,Available water storage,-0.5720213154633124,5.053281365525741e-4,*
Gini Index,Available water storage,-0.1755665318493951,0.3284288772505142,
Expenses per operation,Available water storage,-0.17528645500980344,0.32921331175198865,
Change in agricultural establishments,Available water storage,0.3904065765351413,0.024689913226263904,*
Average weekly wages,Available water storage,-0.28397765828938415,0.10924479106530094,
Social isolation,Annual precipitation,0.18031180760548152,0.3153138849842452,
Ratio of female to male producers,Annual precipitation,0.4032883919513225,0.019954387393446682,*
Racial diversity of producers,Annual precipitation,0.026161180148406647,0.8850943338668484,
Producer age skew,Annual precipitation,-0.22335086564044396,0.2115054316602729,
Firearm fatalities,Annual precipitation,0.44815115238679426,0.008909348470981682,*
Annual population change,Annual precipitation,-0.07030756266260674,0.6974279826064052,
Acres in conservation easements,Annual precipitation,0.06319564757998715,0.7268017962308071,
Total animal and crop sales,Annual precipitation,-0.06778165666514298,0.7078138202679223,
Proportion of organic operations,Annual precipitation,0.10655132837234806,0.5550741954067491,
Proportion of operations using precision agriculture,Annual precipitation,0.13814053074653546,0.4432924469935786,
Crop diversity,Annual precipitation,-0.391900881431947,0.024097173607172895,*
Rental vacancy rate,Annual precipitation,0.23947838239498503,0.17950463151531149,
Proportion uninsured,Annual precipitation,0.4519013784708282,0.008288280470135856,*
Price of a meal,Annual precipitation,-0.1297298607154364,0.47179873331585,
Poor mental health days,Annual precipitation,0.34454171597510175,0.04958645898471037,*
Mobility disability,Annual precipitation,0.3492331434626516,0.046364722810940506,*
Limited access to healthy foods,Annual precipitation,-0.20301657290131106,0.2571628892156457,
Lacking social support,Annual precipitation,-0.3148379751821738,0.07433204079913347,
High school graduation rate,Annual precipitation,0.24014941062647505,0.17825187037519852,
Heart disease prevalence,Annual precipitation,0.36841048386780934,0.03489330064354812,*
Frequent physical distress,Annual precipitation,0.27413018467877276,0.12264135231978646,
"Food insecurity rate, overall",Annual precipitation,0.5334803603800271,0.0013885420315729036,*
Diabetes prevelance,Annual precipitation,0.017173525274219677,0.924428192882536,
Weeks of extreme drought,Annual precipitation,-0.46395694327520165,0.0065348361569603775,*
Tree species diversity,Annual precipitation,0.16884484529972726,0.3475724911381519,
Tree size diversity,Annual precipitation,-0.2442425659645206,0.17074402075049466,
Total ecosystem carbon per acre,Annual precipitation,-0.12335200198678864,0.49403849441814707,
Soil organic carbon,Annual precipitation,0.3531499950597516,0.043805156287088476,*
Rarefied richness of plants,Annual precipitation,-0.29104134535219944,0.10033495887533217,
Rarefied richness of animals,Annual precipitation,-0.072685438583767,0.6876997681028456,
Proportion of invasive species,Annual precipitation,-0.2855645444124199,0.10719318638767228,
Land Use Diversity,Annual precipitation,-0.2131476690531597,0.2336639183789324,
Fuel expenses,Annual precipitation,0.08889517817456473,0.6227550939386453,
Available water storage,Annual precipitation,0.2515688309975949,0.15787312512539642,
Annual precipitation,Annual precipitation,1,NA,NA
Total indemnities,Annual precipitation,-0.11712095320592522,0.5162697960946161,
Sales from agritourism and recreation,Annual precipitation,0.42111401921516195,0.014665204137026322,*
Percent change in wages,Annual precipitation,-0.08762679541640231,0.6277453287872041,
Market channel ratio,Annual precipitation,-0.20259489979949127,0.2581735608130711,
Land and building value per acre,Annual precipitation,-0.4587628459626964,0.007246955311540182,*
Gini Index,Annual precipitation,0.1726512835203965,0.33665027898740885,
Expenses per operation,Annual precipitation,-0.26092427051016404,0.1424726672206411,
Change in agricultural establishments,Annual precipitation,-0.0986099616869527,0.5850917006219865,
Average weekly wages,Annual precipitation,-0.2777198237399105,0.1176236485219544,
Social isolation,Total indemnities,-0.008210145998166453,0.9638316627520425,
Ratio of female to male producers,Total indemnities,-0.23445804873703824,0.18907496729734818,
Racial diversity of producers,Total indemnities,0.03665079744646791,0.8395317612049715,
Producer age skew,Total indemnities,0.11212781353016489,0.534433221933929,
Firearm fatalities,Total indemnities,0.036122096978668715,0.8418172850163548,
Annual population change,Total indemnities,-0.06878933736515526,0.7036641905788332,
Acres in conservation easements,Total indemnities,-0.13171931509937607,0.4649704998148154,
Total animal and crop sales,Total indemnities,0.3447601806936337,0.04943257515965316,*
Proportion of organic operations,Total indemnities,-0.07072204976046148,0.6957288009237288,
Proportion of operations using precision agriculture,Total indemnities,-0.05241631984346043,0.772047506931457,
Crop diversity,Total indemnities,0.06674411497844918,0.7120950530265777,
Rental vacancy rate,Total indemnities,0.037546962321424585,0.835660668429703,
Proportion uninsured,Total indemnities,0.28175628297218047,0.11216607950669855,
Price of a meal,Total indemnities,-0.2332866556019983,0.19135849919818382,
Poor mental health days,Total indemnities,0.06940319888472686,0.7011404055575619,
Mobility disability,Total indemnities,0.18778301795010655,0.2953381976393543,
Limited access to healthy foods,Total indemnities,0.22602199582491656,0.20595151791776622,
Lacking social support,Total indemnities,0.35295056917331225,0.04393267545405766,*
High school graduation rate,Total indemnities,0.26893943175439716,0.13017585137533283,
Heart disease prevalence,Total indemnities,0.0392246090442207,0.8284241018724172,
Frequent physical distress,Total indemnities,0.19033309098224901,0.288708897136293,
"Food insecurity rate, overall",Total indemnities,0.20846846619237877,0.2443307210567469,
Diabetes prevelance,Total indemnities,0.3892993508720558,0.025136809741261423,*
Weeks of extreme drought,Total indemnities,0.2792099331227437,0.11558632538815461,
Tree species diversity,Total indemnities,-0.1267565649213637,0.4821008541620839,
Tree size diversity,Total indemnities,-0.36476459581260495,0.03687549869375406,*
Total ecosystem carbon per acre,Total indemnities,-0.252937296587516,0.15554861360587213,
Soil organic carbon,Total indemnities,-0.0034943741441508733,0.9846020497290899,
Rarefied richness of plants,Total indemnities,-0.011340389273670006,0.9500567031922362,
Rarefied richness of animals,Total indemnities,0.06509299739192806,0.7189258755603212,
Proportion of invasive species,Total indemnities,-0.07719925094163255,0.6693687691513237,
Land Use Diversity,Total indemnities,0.25486228870427474,0.15232071594423857,
Fuel expenses,Total indemnities,-0.16149330313560453,0.3692649580975287,
Available water storage,Total indemnities,-0.08919657440449842,0.6215717096660167,
Annual precipitation,Total indemnities,-0.11712095320592522,0.5162697960946161,
Total indemnities,Total indemnities,1,NA,NA
Sales from agritourism and recreation,Total indemnities,0.13693876618239473,0.44730730833254384,
Percent change in wages,Total indemnities,0.06836625137403814,0.7054054453774083,
Market channel ratio,Total indemnities,-0.0627399767253902,0.7286974208140575,
Land and building value per acre,Total indemnities,0.046913885950998525,0.7954416387957424,
Gini Index,Total indemnities,0.19047326220756333,0.2883472877768567,
Expenses per operation,Total indemnities,0.538922001259113,0.0012126112132722078,*
Change in agricultural establishments,Total indemnities,0.09082400092678027,0.615198002751864,
Average weekly wages,Total indemnities,-0.005112842275879817,0.9774717910560309,
Social isolation,Sales from agritourism and recreation,-0.02512575415119242,0.8896138847952653,
Ratio of female to male producers,Sales from agritourism and recreation,0.0894176681456654,0.6207042112758037,
Racial diversity of producers,Sales from agritourism and recreation,0.3242486391301649,0.06563049219891948,
Producer age skew,Sales from agritourism and recreation,0.26216988298739735,0.1405080228625617,
Firearm fatalities,Sales from agritourism and recreation,0.08153857566078086,0.6519210605740593,
Annual population change,Sales from agritourism and recreation,0.3198647026228775,0.06957904111955804,
Acres in conservation easements,Sales from agritourism and recreation,-0.334814465681869,0.056834407240083706,
Total animal and crop sales,Sales from agritourism and recreation,-0.0665160418811432,0.7130373195875053,
Proportion of organic operations,Sales from agritourism and recreation,-0.22091003924187655,0.2166697168581977,
Proportion of operations using precision agriculture,Sales from agritourism and recreation,0.07728078026226523,0.6690393485135955,
Crop diversity,Sales from agritourism and recreation,0.05620961081953367,0.7560325943914488,
Rental vacancy rate,Sales from agritourism and recreation,-0.035135214244212946,0.846086867004602,
Proportion uninsured,Sales from agritourism and recreation,0.2985682087726477,0.09145865261155972,
Price of a meal,Sales from agritourism and recreation,-0.3000293950071928,0.08980732108245437,
Poor mental health days,Sales from agritourism and recreation,0.053069005908259005,0.7692851411243413,
Mobility disability,Sales from agritourism and recreation,0.3752510059586207,0.031407738403298247,*
Limited access to healthy foods,Sales from agritourism and recreation,-0.0514897580400875,0.7759737127111377,
Lacking social support,Sales from agritourism and recreation,-0.0478483051866637,0.7914559130178878,
High school graduation rate,Sales from agritourism and recreation,0.27090961587015727,0.1272769019461102,
Heart disease prevalence,Sales from agritourism and recreation,0.2783929552692517,0.11670003103579596,
Frequent physical distress,Sales from agritourism and recreation,0.3478392893669158,0.047303919508893344,*
"Food insecurity rate, overall",Sales from agritourism and recreation,0.3176312839454005,0.07166067601153614,
Diabetes prevelance,Sales from agritourism and recreation,0.27251014287097214,0.12495724082374826,
Weeks of extreme drought,Sales from agritourism and recreation,-0.027795055404954774,0.8779698776597273,
Tree species diversity,Sales from agritourism and recreation,-0.13064364906501916,0.46865591082293356,
Tree size diversity,Sales from agritourism and recreation,-0.29842358685642073,0.09162334738886502,
Total ecosystem carbon per acre,Sales from agritourism and recreation,-0.36875980247100154,0.03470801274757562,*
Soil organic carbon,Sales from agritourism and recreation,-0.09281608055980259,0.6074336123065678,
Rarefied richness of plants,Sales from agritourism and recreation,-0.18005452058565324,0.31601646793310323,
Rarefied richness of animals,Sales from agritourism and recreation,-0.22505900983038973,0.2079420621434318,
Proportion of invasive species,Sales from agritourism and recreation,-0.2967526517047468,0.09354266844761616,
Land Use Diversity,Sales from agritourism and recreation,0.22444547047052152,0.20921717526692252,
Fuel expenses,Sales from agritourism and recreation,0.023713511037368643,0.8957836875089087,
Available water storage,Sales from agritourism and recreation,-0.08335023436254535,0.6446892851170019,
Annual precipitation,Sales from agritourism and recreation,0.42111401921516195,0.014665204137026322,*
Total indemnities,Sales from agritourism and recreation,0.13693876618239473,0.44730730833254384,
Sales from agritourism and recreation,Sales from agritourism and recreation,1,NA,NA
Percent change in wages,Sales from agritourism and recreation,-0.05679140751796145,0.7535849109395096,
Market channel ratio,Sales from agritourism and recreation,0.03200275791586577,0.8596668403720908,
Land and building value per acre,Sales from agritourism and recreation,0.05373822128008206,0.7664557062723858,
Gini Index,Sales from agritourism and recreation,0.09848912594525698,0.5855539288403149,
Expenses per operation,Sales from agritourism and recreation,-0.08779816042614202,0.6270701698249974,
Change in agricultural establishments,Sales from agritourism and recreation,-0.09481190319145875,0.5996966324323512,
Average weekly wages,Sales from agritourism and recreation,-0.31330345438784923,0.07583212896654645,
Social isolation,Percent change in wages,-0.14974564890074804,0.40554478278759776,
Ratio of female to male producers,Percent change in wages,-0.11872592847737796,0.5104967819761121,
Racial diversity of producers,Percent change in wages,-0.1596037306001977,0.37496707652279304,
Producer age skew,Percent change in wages,0.0700040526415864,0.6986731320218911,
Firearm fatalities,Percent change in wages,0.20945159187074364,0.2420630571654261,
Annual population change,Percent change in wages,-0.017818285637880463,0.9215994770340883,
Acres in conservation easements,Percent change in wages,0.18276662353254314,0.30865954410136887,
Total animal and crop sales,Percent change in wages,-0.07794901577932341,0.6663416179985255,
Proportion of organic operations,Percent change in wages,0.04931310433869034,0.7852183275939217,
Proportion of operations using precision agriculture,Percent change in wages,-0.2536534776612113,0.15434198054903137,
Crop diversity,Percent change in wages,-0.20647333743788587,0.24897611923654228,
Rental vacancy rate,Percent change in wages,0.23019603752550477,0.19747578144277877,
Proportion uninsured,Percent change in wages,0.08575597766003672,0.635135320233229,
Price of a meal,Percent change in wages,0.17297588565353517,0.3357286841603355,
Poor mental health days,Percent change in wages,0.0706692302575617,0.6959452529111041,
Mobility disability,Percent change in wages,-0.06186818262508548,0.7323285391916865,
Limited access to healthy foods,Percent change in wages,0.20164448879238045,0.26046110666331823,
Lacking social support,Percent change in wages,-0.12411411837960754,0.49135324740362063,
High school graduation rate,Percent change in wages,0.07765198124895373,0.6675402706697502,
Heart disease prevalence,Percent change in wages,0.0203656637720883,0.9104330716990146,
Frequent physical distress,Percent change in wages,-0.0968317046508933,0.5919101962238242,
"Food insecurity rate, overall",Percent change in wages,0.12400481289518676,0.49173791694503,
Diabetes prevelance,Percent change in wages,-0.1600239374717064,0.3736945773097671,
Weeks of extreme drought,Percent change in wages,-0.18332692653914884,0.3071531828307179,
Tree species diversity,Percent change in wages,0.20482969777649085,0.252846935999937,
Tree size diversity,Percent change in wages,0.1508596124868653,0.40202028298123516,
Total ecosystem carbon per acre,Percent change in wages,0.14561299790408938,0.41877253825948557,
Soil organic carbon,Percent change in wages,-0.013062939434115474,0.9424822400732147,
Rarefied richness of plants,Percent change in wages,0.2935823058307988,0.0972683603860014,
Rarefied richness of animals,Percent change in wages,0.05807188157759645,0.7482061290760744,
Proportion of invasive species,Percent change in wages,-0.04806992653718742,0.7905113524191809,
Land Use Diversity,Percent change in wages,-0.32865712935503444,0.061839074758024415,
Fuel expenses,Percent change in wages,0.18544788939698037,0.3014930218411649,
Available water storage,Percent change in wages,0.13006290388812886,0.4706520097579894,
Annual precipitation,Percent change in wages,-0.08762679541640231,0.6277453287872041,
Total indemnities,Percent change in wages,0.06836625137403814,0.7054054453774083,
Sales from agritourism and recreation,Percent change in wages,-0.05679140751796145,0.7535849109395096,
Percent change in wages,Percent change in wages,1,NA,NA
Market channel ratio,Percent change in wages,0.0877984110629126,0.627069182561429,
Land and building value per acre,Percent change in wages,-0.08895388588088428,0.6225245146971645,
Gini Index,Percent change in wages,-0.03785955044559733,0.834311291119052,
Expenses per operation,Percent change in wages,-0.1572314216008199,0.3821986949283116,
Change in agricultural establishments,Percent change in wages,0.22045330433632798,0.2176455699464368,
Average weekly wages,Percent change in wages,0.11017629555445273,0.5416145434432866,
Social isolation,Market channel ratio,-0.295750284694558,0.09470865862951117,
Ratio of female to male producers,Market channel ratio,-0.349919112585921,0.045908018138282713,*
Racial diversity of producers,Market channel ratio,0.09828470583033558,0.5863362558419891,
Producer age skew,Market channel ratio,-0.11506005411951367,0.5237296277230843,
Firearm fatalities,Market channel ratio,-0.3112323151084975,0.07789389513648604,
Annual population change,Market channel ratio,0.07914549872919711,0.6615215563854813,
Acres in conservation easements,Market channel ratio,-0.2587625794911334,0.1459296547316533,
Total animal and crop sales,Market channel ratio,-0.13637148705476634,0.44920928326729337,
Proportion of organic operations,Market channel ratio,-0.24505283639508982,0.16928489962739235,
Proportion of operations using precision agriculture,Market channel ratio,-0.1521043496727132,0.39810276835584846,
Crop diversity,Market channel ratio,0.04716557039302691,0.7943675854708068,
Rental vacancy rate,Market channel ratio,-0.2546567244016927,0.15266308340555224,
Proportion uninsured,Market channel ratio,0.12369739747453348,0.4928206012216445,
Price of a meal,Market channel ratio,-0.16965673731299488,0.3452250610652272,
Poor mental health days,Market channel ratio,-0.5767596048486743,4.4241345616802263e-4,*
Mobility disability,Market channel ratio,-0.31537138197456355,0.07381603618733323,
Limited access to healthy foods,Market channel ratio,-0.12373070965865564,0.4927032206273536,
Lacking social support,Market channel ratio,0.32730694452225606,0.06298149128641906,
High school graduation rate,Market channel ratio,-0.20097669314955197,0.2620763747456105,
Heart disease prevalence,Market channel ratio,-0.33501852204412036,0.05667420877446294,
Frequent physical distress,Market channel ratio,-0.3098082912911621,0.07933645726036276,
"Food insecurity rate, overall",Market channel ratio,-0.25055279980822065,0.15961508759176968,
Diabetes prevelance,Market channel ratio,0.24324780245755467,0.17254759104084894,
Weeks of extreme drought,Market channel ratio,0.08686958377200432,0.6307321995294604,
Tree species diversity,Market channel ratio,-0.2623023326267184,0.140300287292348,
Tree size diversity,Market channel ratio,0.11091447447957584,0.5388927691686296,
Total ecosystem carbon per acre,Market channel ratio,-0.0663708856341033,0.7136372384853686,
Soil organic carbon,Market channel ratio,-0.3644801293602358,0.03703391295882685,*
Rarefied richness of plants,Market channel ratio,-0.31650032670288136,0.07273310528230459,
Rarefied richness of animals,Market channel ratio,-0.5054814288137649,0.002693755318967428,*
Proportion of invasive species,Market channel ratio,0.2527984227612416,0.1557833759956151,
Land Use Diversity,Market channel ratio,0.16447440541898134,0.360373892601767,
Fuel expenses,Market channel ratio,-0.21156843290156924,0.23722828863022416,
Available water storage,Market channel ratio,-0.048577264915120356,0.7883501555101902,
Annual precipitation,Market channel ratio,-0.20259489979949127,0.2581735608130711,
Total indemnities,Market channel ratio,-0.0627399767253902,0.7286974208140575,
Sales from agritourism and recreation,Market channel ratio,0.03200275791586577,0.8596668403720908,
Percent change in wages,Market channel ratio,0.0877984110629126,0.627069182561429,
Market channel ratio,Market channel ratio,1,NA,NA
Land and building value per acre,Market channel ratio,0.5278827632563101,0.0015924578400068334,*
Gini Index,Market channel ratio,-0.06351056445400022,0.725492646430653,
Expenses per operation,Market channel ratio,0.21996061375785794,0.21870160859202614,
Change in agricultural establishments,Market channel ratio,0.07079781764417671,0.6954183486363203,
Average weekly wages,Market channel ratio,0.09722229073377646,0.5904095752093614,
Social isolation,Land and building value per acre,-0.5459201773847007,0.0010152884558265463,*
Ratio of female to male producers,Land and building value per acre,-0.308799876633518,0.08037042464456867,
Racial diversity of producers,Land and building value per acre,0.32054012870943405,0.06895890138763439,
Producer age skew,Land and building value per acre,0.09323818055102669,0.6057937765117658,
Firearm fatalities,Land and building value per acre,-0.7835871818584498,6.961215781586816e-8,*
Annual population change,Land and building value per acre,0.23155298542323147,0.19477342837370037,
Acres in conservation easements,Land and building value per acre,-0.6296900296377503,8.625845080967309e-5,*
Total animal and crop sales,Land and building value per acre,-0.13478972502691855,0.4545355808098406,
Proportion of organic operations,Land and building value per acre,-0.48257032023500057,0.004451770985561154,*
Proportion of operations using precision agriculture,Land and building value per acre,-0.09474609652596418,0.5999510602921876,
Crop diversity,Land and building value per acre,0.5331736349467215,0.001399092160428772,*
Rental vacancy rate,Land and building value per acre,-0.3367743010041674,0.055310510576994876,
Proportion uninsured,Land and building value per acre,-0.25081803205423137,0.15915902607671573,
Price of a meal,Land and building value per acre,-0.09841019110624045,0.5858559621913155,
Poor mental health days,Land and building value per acre,-0.6729400093524408,1.7812640070946628e-5,*
Mobility disability,Land and building value per acre,-0.12261063184300602,0.4966577870149833,
Limited access to healthy foods,Land and building value per acre,0.26681363080594234,0.13335809367265483,
Lacking social support,Land and building value per acre,0.28633196500461117,0.10621149688410414,
High school graduation rate,Land and building value per acre,-0.23566373477437863,0.18674459800075072,
Heart disease prevalence,Land and building value per acre,-0.29196783976654994,0.09920843317284866,
Frequent physical distress,Land and building value per acre,-0.10787634517222652,0.5501363812914108,
"Food insecurity rate, overall",Land and building value per acre,-0.5919555069453689,2.8481829205029285e-4,*
Diabetes prevelance,Land and building value per acre,0.4693674412447071,0.0058574986356392245,*
Weeks of extreme drought,Land and building value per acre,0.5877757367040857,3.2219625443019595e-4,*
Tree species diversity,Land and building value per acre,-0.6162014883538708,1.3454854895345036e-4,*
Tree size diversity,Land and building value per acre,0.07309000718399211,0.6860494523207112,
Total ecosystem carbon per acre,Land and building value per acre,-0.533190961787192,0.001398494320869137,*
Soil organic carbon,Land and building value per acre,-0.6629836174685866,2.6189714604107905e-5,*
Rarefied richness of plants,Land and building value per acre,-0.3477360552197571,0.047374080309446454,*
Rarefied richness of animals,Land and building value per acre,-0.344118287936511,0.049885803617356395,*
Proportion of invasive species,Land and building value per acre,0.3290867768281524,0.061478981286335,
Land Use Diversity,Land and building value per acre,0.6120654543286851,1.535761676245695e-4,*
Fuel expenses,Land and building value per acre,-0.21391924325250064,0.23193565062643984,
Available water storage,Land and building value per acre,-0.5720213154633124,5.053281365525741e-4,*
Annual precipitation,Land and building value per acre,-0.4587628459626964,0.007246955311540182,*
Total indemnities,Land and building value per acre,0.046913885950998525,0.7954416387957424,
Sales from agritourism and recreation,Land and building value per acre,0.05373822128008206,0.7664557062723858,
Percent change in wages,Land and building value per acre,-0.08895388588088428,0.6225245146971645,
Market channel ratio,Land and building value per acre,0.5278827632563101,0.0015924578400068334,*
Land and building value per acre,Land and building value per acre,1,NA,NA
Gini Index,Land and building value per acre,0.06922271795714037,0.7018820976427353,
Expenses per operation,Land and building value per acre,0.26047763282359127,0.14318198675088412,
Change in agricultural establishments,Land and building value per acre,-0.17906516920541102,0.3187272182863332,
Average weekly wages,Land and building value per acre,0.37450866096425606,0.03177168337148539,*
Social isolation,Gini Index,-0.1663074014719195,0.3549710299117952,
Ratio of female to male producers,Gini Index,0.25990511052939774,0.1440949897030377,
Racial diversity of producers,Gini Index,0.003998287361606743,0.9823818789921128,
Producer age skew,Gini Index,-0.38622264929266026,0.026413671290300922,*
Firearm fatalities,Gini Index,-0.1942407892683519,0.2787367218906045,
Annual population change,Gini Index,-0.08773375528098308,0.6273238841012581,
Acres in conservation easements,Gini Index,0.03929668322161195,0.8281135138225431,
Total animal and crop sales,Gini Index,-0.26213331275050145,0.1405654196416133,
Proportion of organic operations,Gini Index,-0.0816547865204775,0.6514562261210572,
Proportion of operations using precision agriculture,Gini Index,-0.062214628112832106,0.7308848683844293,
Crop diversity,Gini Index,-0.1163832405919708,0.5189340606513397,
Rental vacancy rate,Gini Index,0.2394008078742727,0.1796498576825427,
Proportion uninsured,Gini Index,-0.15344196587882933,0.3939174165068149,
Price of a meal,Gini Index,0.4041349602871869,0.019671620063268946,*
Poor mental health days,Gini Index,0.04794377009864036,0.7910490013080014,
Mobility disability,Gini Index,0.2511207626446958,0.15863963309527818,
Limited access to healthy foods,Gini Index,0.03289006793905416,0.8558159508574703,
Lacking social support,Gini Index,-0.23598353277554765,0.1861298864891343,
High school graduation rate,Gini Index,-0.12010435964558192,0.5055643822206404,
Heart disease prevalence,Gini Index,0.2319744680332425,0.19393932276616233,
Frequent physical distress,Gini Index,0.1712988313016415,0.3405067211607635,
"Food insecurity rate, overall",Gini Index,0.21219235348668863,0.23581574804738503,
Diabetes prevelance,Gini Index,0.07487678308348816,0.6787779401110661,
Weeks of extreme drought,Gini Index,-0.0047595855544603615,0.9790279575715166,
Tree species diversity,Gini Index,-0.1984081093203243,0.2683504919263233,
Tree size diversity,Gini Index,-0.13972558644193103,0.43802715813734494,
Total ecosystem carbon per acre,Gini Index,-0.01623993496948126,0.9285256754286624,
Soil organic carbon,Gini Index,0.08790995298106243,0.6266298796117462,
Rarefied richness of plants,Gini Index,-0.1975941398173258,0.2703590139287759,
Rarefied richness of animals,Gini Index,0.15046338277898128,0.4032719184098028,
Proportion of invasive species,Gini Index,0.08115005809001648,0.6534760336655068,
Land Use Diversity,Gini Index,-0.1533017441162379,0.39435497317052604,
Fuel expenses,Gini Index,-0.295972051024391,0.09444974317080268,
Available water storage,Gini Index,-0.1755665318493951,0.3284288772505142,
Annual precipitation,Gini Index,0.1726512835203965,0.33665027898740885,
Total indemnities,Gini Index,0.19047326220756333,0.2883472877768567,
Sales from agritourism and recreation,Gini Index,0.09848912594525698,0.5855539288403149,
Percent change in wages,Gini Index,-0.03785955044559733,0.834311291119052,
Market channel ratio,Gini Index,-0.06351056445400022,0.725492646430653,
Land and building value per acre,Gini Index,0.06922271795714037,0.7018820976427353,
Gini Index,Gini Index,1,NA,NA
Expenses per operation,Gini Index,-0.11570072200305609,0.5214049878561309,
Change in agricultural establishments,Gini Index,0.01439890988999606,0.9366110292698298,
Average weekly wages,Gini Index,0.2609833433727052,0.14237904408153534,
Social isolation,Expenses per operation,-0.2201421747500531,0.21831204235266477,
Ratio of female to male producers,Expenses per operation,-0.5478755940933725,9.654659307880564e-4,*
Racial diversity of producers,Expenses per operation,0.10396597354618935,0.5647676274544975,
Producer age skew,Expenses per operation,0.10943505871872074,0.54435413924688,
Firearm fatalities,Expenses per operation,-0.1859819999944729,0.3000781297479498,
Annual population change,Expenses per operation,0.01693339901447751,0.9254819174954607,
Acres in conservation easements,Expenses per operation,-0.19555337966148162,0.2754376940122967,
Total animal and crop sales,Expenses per operation,0.7909472413352948,4.3032093222095114e-8,*
Proportion of organic operations,Expenses per operation,-0.05367652953596267,0.7667164150035908,
Proportion of operations using precision agriculture,Expenses per operation,0.3248076058483124,0.065139925455864,
Crop diversity,Expenses per operation,0.16682959286794438,0.3534407844914216,
Rental vacancy rate,Expenses per operation,-0.21959629180715387,0.21948474698724119,
Proportion uninsured,Expenses per operation,0.018447739993181014,0.918838821276335,
Price of a meal,Expenses per operation,-0.2512188208166707,0.1584716570993836,
Poor mental health days,Expenses per operation,-0.1875683188807144,0.29590072734164274,
Mobility disability,Expenses per operation,-0.1909122975683939,0.28721655729135476,
Limited access to healthy foods,Expenses per operation,0.07319337861167766,0.6856280075549477,
Lacking social support,Expenses per operation,0.3146342616872776,0.07452984581890787,
High school graduation rate,Expenses per operation,0.13149320066061843,0.46574393120291413,
Heart disease prevalence,Expenses per operation,-0.2866457854124601,0.10581201345526825,
Frequent physical distress,Expenses per operation,-0.05112616869842945,0.7775158773923292,
"Food insecurity rate, overall",Expenses per operation,-0.0911528278962539,0.6139134998066691,
Diabetes prevelance,Expenses per operation,0.31612579890752546,0.0730909892317606,
Weeks of extreme drought,Expenses per operation,0.28441394699167577,0.10867781749448202,
Tree species diversity,Expenses per operation,-0.3008218078461112,0.08892138411917849,
Tree size diversity,Expenses per operation,-0.35731011573113725,0.04121209107871504,*
Total ecosystem carbon per acre,Expenses per operation,-0.3112448381451534,0.07788129974953839,
Soil organic carbon,Expenses per operation,-0.26094086376169656,0.14244636444496095,
Rarefied richness of plants,Expenses per operation,-0.09104988347386263,0.6143155126675541,
Rarefied richness of animals,Expenses per operation,-0.058090570567234864,0.7481277092889784,
Proportion of invasive species,Expenses per operation,0.0030221085600884933,0.986682888676705,
Land Use Diversity,Expenses per operation,0.518740805188279,0.001981995411565851,*
Fuel expenses,Expenses per operation,-0.13009761776789602,0.4705325682779269,
Available water storage,Expenses per operation,-0.17528645500980344,0.32921331175198865,
Annual precipitation,Expenses per operation,-0.26092427051016404,0.1424726672206411,
Total indemnities,Expenses per operation,0.538922001259113,0.0012126112132722078,*
Sales from agritourism and recreation,Expenses per operation,-0.08779816042614202,0.6270701698249974,
Percent change in wages,Expenses per operation,-0.1572314216008199,0.3821986949283116,
Market channel ratio,Expenses per operation,0.21996061375785794,0.21870160859202614,
Land and building value per acre,Expenses per operation,0.26047763282359127,0.14318198675088412,
Gini Index,Expenses per operation,-0.11570072200305609,0.5214049878561309,
Expenses per operation,Expenses per operation,1,NA,NA
Change in agricultural establishments,Expenses per operation,-0.04409212675393477,0.807508184822735,
Average weekly wages,Expenses per operation,0.05520738800173207,0.7602545083046919,
Social isolation,Change in agricultural establishments,0.12939109041589555,0.4729666765867353,
Ratio of female to male producers,Change in agricultural establishments,0.24945750240613082,0.16150838108543875,
